,Temperature,Turbidity,Dissolved Oxygen,PH,Ammonia,Nitrate,Weight_diff
0,26.003506519162386,26.740418806795734,16.630299881469774,8.319060181746345,0.3999679328328724,319.83208218095615,0.0003064852959304623
1,25.380113636363635,32.65984848484848,12.11746893939394,8.39111815909091,0.49023171818181815,310.6257575757576,0.0005876623386363633
2,25.380462398373982,32.78353658536585,13.7014918699187,8.42362805894309,0.4796579451219512,305.3180894308943,0.0007883275264227646
3,24.549640191897655,20.249466950959487,9.743043176972282,8.452607462686567,0.5014370826226012,303.0954157782516,0.00041349375586353964
4,24.37354383813611,14.446965052115267,10.59094236664623,8.491006358062538,0.4847150423053342,312.37093807480073,0.0009512131030042912
5,25.173202614379086,17.33986928104575,19.39059477124183,8.067180980392157,0.5146856078431372,317.8496732026144,0.002535014016339868
6,25.391203703703702,31.962962962962962,7.402481481481481,7.913122222222222,0.0010903703703703705,339.48148148148147,0.02873015851851848
7,24.67431640625,26.74609375,3.269509765625,7.89725365234375,0.001193203125,317.578125,0.001515066972656253
8,24.281376518218625,24.477732793522268,4.3927935222672065,7.64124093117409,0.4008003765182186,294.0080971659919,0.0058993638056680136
9,24.716280653950953,23.618528610354222,6.325550408719345,7.608004414168938,0.5217756839237058,250.58038147138964,0.00494355782016349
10,24.709984756097562,33.78048780487805,0.14947560975609755,7.605909756097562,0.5240682926829268,285.7621951219512,0.01106271774390244
11,23.899305555555557,21.77777777777778,0.24757407407407406,7.595356481481481,0.5091911666666666,272.8333333333333,0.03359788370370372
12,24.313704238921,35.79190751445087,3.687724470134875,7.591299055876687,0.48857168208092483,269.8631984585742,0.0034957335452793837
13,25.296021377672208,51.142517814726844,3.3285712589073637,7.5069307957244655,0.004243942992874109,284.58669833729215,0.002154733622327791
14,24.677361016176807,33.575301891091364,3.5829861016176805,7.493344101161996,0.0011112668033720664,274.9419002050581,0.00041337109136477577
15,24.329216654904727,33.438602681721946,4.162798165137615,7.500695744530699,0.00111136203246295,280.5169371912491,0.0006401855010585744
16,24.28906031834683,34.530298799218095,5.0884068695895,7.496640019547613,0.00111145490086568,294.8709857581681,0.0005066422005026532
17,24.564572116746955,33.37857750070842,3.8193397563049025,7.487510773590253,0.0011112099744970247,298.36072541796545,0.0005141075970529895
18,25.365199228791774,32.67917737789203,4.257899228791773,7.4798926683804625,0.0011115578406169667,315.64678663239073,0.0009327947146529567
19,24.707872418879056,32.147492625368734,3.159340707964602,7.475634781710915,0.0011113333333333333,333.4300884955752,0.0005351875250737463
20,24.68363106610623,32.272831486434846,2.7576690867405427,7.658905796713794,0.0011111157814291174,367.1230416507451,0.000578634203286204
21,24.894819321533923,28.81268436578171,2.151520648967552,7.859214454277287,0.0011118731563421829,357.216814159292,0.0022334597640118045
22,24.79964442013129,26.894420131291028,1.8718375273522976,7.83664170678337,0.0011111050328227571,356.27899343544857,0.0008283838676148812
23,24.94205216535433,28.984251968503937,1.6614291338582676,7.859482736220472,0.0011116387795275591,361.066437007874,0.0007452193503936956
24,25.883064516129032,37.69639468690702,2.1698880455407967,5.579786508538899,0.0011117836812144213,1305.1669829222012,0.012252643074003757
25,24.98175578034682,56.26974951830443,2.2760655105973027,3.850120192678227,0.0011114354527938344,1401.873795761079,0.008175061946050109
26,24.956850739371536,4.296672828096118,1.718344731977819,-0.710359168207024,0.0011113955637707949,1622.1349353049907,0.007842619500924226
27,24.975567721005678,-50.752635847526356,5.146455393349553,-2.974494898621249,0.0011112206001622062,1649.0,0.003441084468775338
28,24.54431818181818,-51.0,11.920581818181818,-3.1353865909090906,0.001113318181818182,1582.4136363636364,0.038571428181818135
29,24.50204248366013,-51.0,7.127091503267973,-3.13745,0.0011101960784313727,1582.797385620915,0.05546218496732015
30,23.821164199192463,-51.0,8.544347240915208,-3.13745,0.0011118169582772545,1604.7981157469717,0.011420880619111725
31,25.221158056042032,-51.0,39.484279334500876,-3.13745,0.0011112521891418563,1133.3721541155867,0.0014886164623467502
32,25.041169241573034,-50.78089887640449,22.50287359550562,-2.6192024578651685,0.0011113717228464419,941.059925093633,0.0007958801498127287
33,25.34705357142857,-51.0,22.184845714285714,-2.178122439285714,0.0011112107142857144,906.8446428571428,0.0006071428571428531
34,25.42358281399808,-51.0,16.110046021092998,-2.016878533077661,0.0011113902205177374,963.3470757430489,0.00040747842761266676
35,25.086669613538774,-50.99924223288709,12.665791108865875,-1.854840793129578,0.0011112604192978026,970.9174033846931,0.00042940136398080035
36,25.717897022332505,-49.740694789081886,15.50521546732837,-2.578841993382961,0.26553055252274604,1085.2009925558314,0.0007030603804797307
37,25.34314432989691,-48.32123711340206,14.826647835051546,-2.6236851999999997,0.4966705381443299,1100.92,0.0007010309278350468
38,24.64432379580074,-48.22272540139975,16.470805269658296,-2.6250974433923426,0.5042534289831206,976.9575957184027,0.0006998764923836923
39,25.530085959885387,-49.429799426934096,18.473126074498566,-2.319005988538682,0.5035549283667622,814.1146131805158,0.004871060171919902
40,24.83022211720227,31.634530560806553,15.153820100819155,7.302892826086956,5.478445415879016,118.27189666036547,0.00019218651543793317
41,25.51245358910891,21.279393564356436,14.194486386138614,7.289150782797029,8.429881067450495,110.8066212871287,0.0001887376237623762
42,24.866019214703424,15.945697577276524,7.53124895572264,7.2921918128654974,9.81080978279031,103.98579782790308,0.0005096073517126151
43,24.272076860179887,41.140637775960755,7.868545380212592,7.303995306623059,141.36249694194603,97.26573998364677,0.0004987735077677836
44,23.84734762979684,36.93190368698269,4.839228367193378,7.32916659518435,30.978411079759216,106.87020316027088,0.00022949586155003774
45,24.499745417515275,90.93211133740665,7.24534894772573,7.29835460964019,25.590772396469788,109.05770536320435,0.001242362525458248
46,24.213485421166308,96.71058315334773,10.192128509719222,7.297647051835853,22.71320362850972,107.15010799136068,0.000658747300215984
47,23.837701612903224,99.56400409626217,6.445153353814645,7.297396820276498,72.13092143369175,98.76830517153098,0.00015616999487967216
48,23.879441624365484,98.82868020304568,8.260082910321488,7.298557153130289,74.62341607021996,107.31641285956007,0.00025803722504230095
49,24.370009918175057,97.41309199107364,7.109380609967766,7.934573937515497,26.40303507314654,199.783287875031,0.00015125216960079374
50,24.554664179104478,95.28009950248756,7.303557960199005,7.240642432835822,15.884660024875622,118.89875621890548,0.00014179104477611904
51,23.35307437407953,88.64270986745214,9.07082179675994,6.597147917525772,40.50510932253314,101.21531664212077,0.0007540500736377021
52,23.752232142857142,23.857142857142858,10.932964285714286,7.312236785714285,26.213585,117.60714285714286,0.045714285714285756
53,24.472568710359408,26.629598308668076,14.594259196617337,7.300309868921776,21.445858947145876,124.64862579281184,0.0005412262156448208
54,24.582576162479956,14.015499732763228,15.563773917691075,7.306132009620524,18.124196739711383,129.78193479422768,0.0006841261357562788
55,24.12415958952583,27.589171974522294,12.507301840056618,7.3083016383581025,24.559736939136588,126.87331917905166,0.000452937013446568
56,23.828420535494963,34.72316384180791,8.555214443625644,7.311437234094817,23.889003154016212,128.5485138786539,0.00031441906165561315
57,24.149630177514794,53.92662721893491,7.68459526627219,7.311991295857988,35.5321529852071,127.63076923076923,0.0003786982248520703
58,23.64995956146657,68.10352264557872,11.304083752695902,7.315689514737599,71.3243518116463,122.76527677929548,0.00046010064701653525
59,23.509275693035836,80.71298174442191,11.849956727518594,7.315622674104125,42.78983392494929,140.9577417173766,0.00043272481406355685
60,24.28641034727144,79.13359319631466,9.600890857547839,7.311217136782424,18.682145967399006,143.13501063075833,0.000453579021970233
61,23.928504631278944,81.14143213395084,10.45045457784111,7.312488564303527,19.401922725329534,139.54862842892769,0.00045600285001781303
62,23.201464577656676,71.18437783832879,14.391962761126248,7.674313651226159,51.88767902815622,149.3115349682107,0.0011444141689373312
63,23.442945463478544,73.98264002620374,11.894122830003274,7.356899891909597,82.62002157877497,143.83786439567638,0.0002915165411071068
64,23.886394694533763,77.13376205787782,15.493973633440515,7.323182729903538,321.7337458199357,134.85594855305467,0.00028617363344051464
65,23.764327024185068,85.76866456361725,12.685023659305994,7.325794300736067,312.4969883701367,147.43743427970557,0.0004679284963196657
66,24.45021186440678,99.79661016949153,4.928559322033899,7.311784576271187,396466085.38493323,173.3050847457627,0.015084745762711753
67,23.90231411229135,71.14567526555388,6.323411229135052,7.316726236722307,2597714414.8575273,370.43854324734446,0.0013505311077389994
68,23.56234335839599,94.60401002506266,5.704291979949875,7.326228922305765,8285347313.98174,390.89724310776944,0.0011152882205513791
69,23.549143923789906,86.77188465499485,5.819979402677652,7.317153604531411,4848605170.947103,401.7255406797116,0.00045829042224510843
70,23.477171577655003,85.87292817679558,5.697958256599141,7.201298572744015,5576446969.95549,447.47974217311236,0.0002731737262124004
71,23.600011410314924,93.91168416248289,5.4822941579187585,7.102959153354633,752650675.0352031,465.55043359196713,0.00020310360565951632
72,23.412956776656667,92.57294791382601,4.770089173711481,7.113266943005181,752776.8280315135,449.3708753749659,0.00024270520861739857
73,23.335589285714285,88.53314285714286,5.552066857142857,7.2380733542857145,688192.3822200743,471.74657142857143,0.00025428571428571443
74,23.5646251393534,91.78372352285396,5.004882943143813,7.193753414158305,570464251.5849749,488.0602006688963,0.00024804905239687863
75,23.804433805162365,99.57979461559812,5.204987510407993,7.363153474882043,37117.258546516794,567.8476269775188,0.00023036358590063788
76,23.775641025641026,100.0,5.1535493212669685,7.418394521870287,9406.87927038009,614.5547511312217,0.00026847662141779805
77,23.80640186915888,99.97345794392524,14.192035140186917,7.320798347663551,5123.096889801869,660.036261682243,0.00019439252336448716
78,23.981882668711656,99.96779141104294,16.522420245398774,7.219520153374233,4758.823453680981,540.111963190184,0.0007975460122699326
79,23.84355849582173,99.98718662952646,4.006751532033426,7.325422116991644,4390.010599743732,486.7214484679666,0.000289693593314765
