,Datetime,Temperature,Turbidity,Dissolved Oxygen,PH,Ammonia,Nitrate,Temperature_Predict,PH_Predict,Turbidity_Predict,Dissolved Oxygen Predict,Ammonia_Predict,Nitrate_Predict,Weight_diff_Pred
89,2021-07-31 22:36:00,24.875,7.0,38.686,7.29878,2.92807,541.0,24.684917,7.3256974,18.070316,30.632854,10185.169,-1.3833522,0.0209509080590418
90,2021-07-31 22:37:00,24.875,7.0,38.686,7.2897,2.90625,541.0,24.685375,7.325512,18.070316,30.630291,10185.169,-1.3833522,0.0209509080590418
91,2021-07-31 22:38:00,24.8125,7.0,38.736,7.29424,2.53113,549.0,24.684624,7.3271184,18.070316,30.66383,10185.169,-1.3833522,0.2592882532500601
92,2021-07-31 22:39:00,24.875,7.0,38.652,7.2897,2.42037,554.0,24.667103,7.323126,18.070316,30.66369,10185.169,-1.3833522,0.0209509080590418
93,2021-07-31 22:40:00,24.875,7.0,38.728,7.2897,2.46591,555.0,24.659857,7.328294,18.070316,30.650536,10185.169,-1.3833522,0.0209509080590418
94,2021-07-31 22:41:00,24.875,8.0,38.652,7.29878,2.32317,551.0,24.685215,7.3242908,18.070316,30.671093,10185.169,-1.3833522,0.0209509080590418
95,2021-07-31 22:42:00,24.875,7.0,38.694,7.30332,2.43849,556.0,24.685375,7.325512,18.070316,30.652893,10185.169,-1.3833522,0.0209509080590418
96,2021-07-31 22:43:00,24.875,7.0,38.702,7.29878,2.39346,558.0,24.684868,7.3292317,18.070316,30.671185,10185.169,-1.3833522,0.0209509080590418
97,2021-07-31 22:44:00,24.875,7.0,38.643,7.30332,2.39346,559.0,24.684494,7.3301315,18.070316,30.661865,10185.169,-1.3833522,0.0209509080590418
98,2021-07-31 22:45:00,24.875,9.0,38.601,7.30332,2.11671,549.0,24.684868,7.3292317,18.070316,30.659988,10185.169,-1.3833522,0.0209509080590418
99,2021-07-31 22:46:00,24.8125,7.0,38.669,7.30786,2.33184,560.0,24.684574,7.3308854,18.070316,30.673103,10185.169,-1.3833522,0.2592882532500601
100,2021-07-31 22:47:00,24.8125,7.0,38.652,7.31694,2.42037,558.0,24.666504,7.32988,18.070316,30.680082,10185.169,-1.3833522,0.2592882532500601
101,2021-07-31 22:48:00,24.875,7.0,38.694,7.29424,2.33184,560.0,24.638298,7.3356075,18.070316,30.667747,10185.169,-1.3833522,0.0209509080590418
102,2021-07-31 22:49:00,24.875,7.0,38.702,7.30332,2.32317,560.0,24.658648,7.3369613,18.070316,30.671185,10185.169,-1.3833522,0.0209509080590418
103,2021-07-31 22:50:00,24.8125,7.0,38.643,7.31694,2.22164,563.0,24.685165,7.327595,18.070316,30.661865,10185.169,-1.3833522,0.2592882532500601
104,2021-07-31 22:51:00,24.875,7.0,38.719,7.30332,1.92878,577.0,24.66672,7.3313894,18.070316,30.659988,10185.169,-1.3833522,0.0209509080590418
105,2021-07-31 22:52:00,24.875,7.0,38.677,7.29424,2.04702,576.0,24.658855,7.338634,18.070316,30.672863,10185.169,-1.3833522,0.0209509080590418
106,2021-07-31 22:53:00,24.875,7.0,38.609,7.32602,2.06999,570.0,24.684412,7.3293815,18.070316,30.655388,10185.169,-1.3833522,0.0209509080590418
107,2021-07-31 22:54:00,24.8125,7.0,38.694,7.29424,2.10885,567.0,24.685635,7.331285,18.070316,30.66606,10185.169,-1.3833522,0.2592882532500601
108,2021-07-31 22:55:00,24.8125,8.0,38.652,7.30332,1.95041,572.0,24.664656,7.335966,18.070316,30.678799,10185.169,-1.3833522,0.2592882532500601
109,2021-07-31 22:56:00,24.8125,7.0,38.694,7.3124,2.10885,566.0,24.638739,7.3283677,18.070316,30.661976,10185.169,-1.3833522,0.2592882532500601
110,2021-07-31 22:57:00,24.8125,7.0,38.795,7.30332,2.25498,560.0,24.638445,7.333142,18.070316,30.671185,10185.169,-1.3833522,0.2592882532500601
111,2021-07-31 22:58:00,24.8125,7.0,38.643,7.31694,2.17257,563.0,24.637646,7.3350067,18.070316,30.661495,10185.169,-1.3833522,0.2592882532500601
112,2021-07-31 22:59:00,24.8125,9.0,38.635,7.30332,1.84465,560.0,24.638573,7.3339014,18.070316,30.630398,10185.169,-1.3833522,0.2592882532500601
113,2021-07-31 23:00:00,24.8125,7.0,38.694,7.30332,2.09322,570.0,24.637371,7.3367195,18.070316,30.673044,10185.169,-1.3833522,0.2592882532500601
114,2021-07-31 23:01:00,24.8125,7.0,38.652,7.31694,1.84465,578.0,24.638191,7.3316326,18.070316,30.674408,10185.169,-1.3833522,0.2592882532500601
115,2021-07-31 23:02:00,24.8125,7.0,38.728,7.29424,1.7642,580.0,24.638573,7.3339014,18.070316,30.661976,10185.169,-1.3833522,0.2592882532500601
116,2021-07-31 23:03:00,24.8125,7.0,38.652,7.3124,1.84465,576.0,24.637115,7.3351574,18.070316,30.671093,10185.169,-1.3833522,0.2592882532500601
117,2021-07-31 23:04:00,24.8125,7.0,38.694,7.30332,1.97229,572.0,24.638992,7.3297973,18.070316,30.652893,10185.169,-1.3833522,0.2592882532500601
118,2021-07-31 23:05:00,24.875,7.0,38.686,7.29424,2.21339,560.0,24.637646,7.3350067,18.070316,30.671185,10185.169,-1.3833522,0.0209509080590418
119,2021-07-31 23:06:00,24.875,7.0,38.669,7.29878,2.46591,553.0,24.659433,7.331846,18.070316,30.661903,10185.169,-1.3833522,0.0209509080590418
120,2021-07-31 23:07:00,24.8125,7.0,38.702,7.29424,2.50297,550.0,24.685081,7.3269324,18.070316,30.663868,10185.169,-1.3833522,0.2592882532500601
121,2021-07-31 23:08:00,24.8125,7.0,38.669,7.30786,2.50297,551.0,24.666489,7.3260336,18.070316,30.66764,10185.169,-1.3833522,0.2592882532500601
122,2021-07-31 23:09:00,24.8125,7.0,38.669,7.30332,2.27183,560.0,24.638866,7.3290596,18.070316,30.659935,10185.169,-1.3833522,0.2592882532500601
123,2021-07-31 23:10:00,24.8125,7.0,38.686,7.29424,2.99456,543.0,24.637917,7.333311,18.070316,30.667713,10185.169,-1.3833522,0.2592882532500601
124,2021-07-31 23:11:00,24.8125,7.0,38.736,7.30332,2.75806,545.0,24.637936,7.3301225,18.070316,30.667679,10185.169,-1.3833522,0.2592882532500601
125,2021-07-31 23:12:00,24.8125,7.0,38.694,7.30332,3.40162,529.0,24.638739,7.3283677,18.070316,30.66369,10185.169,-1.3833522,0.2592882532500601
126,2021-07-31 23:13:00,24.875,7.0,38.643,7.29878,3.25184,529.0,24.638191,7.3316326,18.070316,30.650436,10185.169,-1.3833522,0.0209509080590418
127,2021-07-31 23:14:00,24.8125,7.0,38.728,7.2897,3.26406,530.0,24.659538,7.3325987,18.070316,30.661995,10185.169,-1.3833522,0.2592882532500601
128,2021-07-31 23:15:00,24.8125,7.0,38.728,7.30332,3.42726,528.0,24.66638,7.3253093,18.070316,30.672836,10185.169,-1.3833522,0.2592882532500601
129,2021-07-31 23:16:00,24.875,9.0,38.609,7.29878,2.77875,528.0,24.639011,7.326932,18.070316,30.652699,10185.169,-1.3833522,0.0209509080590418
130,2021-07-31 23:17:00,24.875,7.0,38.677,7.30786,3.10881,535.0,24.659538,7.3325987,18.070316,30.652977,10185.169,-1.3833522,0.0209509080590418
131,2021-07-31 23:18:00,24.8125,7.0,38.652,7.29424,3.02838,535.0,24.68496,7.3299747,18.070316,30.678837,10185.169,-1.3833522,0.2592882532500601
132,2021-07-31 23:19:00,24.8125,7.0,38.702,7.30332,3.15576,535.0,24.665874,7.3292766,18.070316,30.665981,10185.169,-1.3833522,0.2592882532500601
133,2021-07-31 23:20:00,24.8125,7.0,38.669,7.30786,3.01706,541.0,24.638739,7.3283677,18.070316,30.671164,10185.169,-1.3833522,0.2592882532500601
134,2021-07-31 23:21:00,24.8125,7.0,38.719,7.29424,2.96113,541.0,24.638317,7.332387,18.070316,30.659935,10185.169,-1.3833522,0.2592882532500601
135,2021-07-31 23:22:00,24.8125,7.0,38.702,7.29424,2.97223,537.0,24.637661,7.3317842,18.070316,30.667595,10185.169,-1.3833522,0.2592882532500601
136,2021-07-31 23:23:00,24.875,9.0,38.584,7.29878,2.97223,525.0,24.638483,7.327121,18.070316,30.655327,10185.169,-1.3833522,0.0209509080590418
137,2021-07-31 23:24:00,24.8125,8.0,38.669,7.30332,3.32586,528.0,24.660065,7.3295293,18.070316,30.660099,10185.169,-1.3833522,0.2592882532500601
138,2021-07-31 23:25:00,24.8125,8.0,38.719,7.2897,3.33837,528.0,24.666702,7.3275013,18.070316,30.682524,10185.169,-1.3833522,0.2592882532500601
139,2021-07-31 23:26:00,24.8125,8.0,38.669,7.29424,3.63971,524.0,24.637806,7.329374,18.070316,30.667595,10185.169,-1.3833522,0.2592882532500601
140,2021-07-31 23:27:00,24.8125,10.0,38.635,7.29424,3.42726,496.0,24.638756,7.325699,18.070316,30.655407,10185.169,-1.3833522,0.2592882532500601
141,2021-07-31 23:28:00,24.8125,8.0,38.795,7.29424,3.76513,510.0,24.638483,7.327121,18.070316,30.66778,10185.169,-1.3833522,0.2592882532500601
142,2021-07-31 23:29:00,24.8125,8.0,38.677,7.2897,3.9542,505.0,24.638483,7.327121,18.070316,30.674036,10185.169,-1.3833522,0.2592882532500601
143,2021-07-31 23:30:00,24.8125,8.0,38.694,7.29424,4.24835,499.0,24.638355,7.3265014,18.070316,30.630314,10185.169,-1.3833522,0.2592882532500601
144,2021-07-31 23:31:00,24.8125,8.0,38.669,7.29424,4.59994,494.0,24.638756,7.325699,18.070316,30.66589,10185.169,-1.3833522,0.2592882532500601
145,2021-07-31 23:32:00,24.8125,8.0,38.669,7.30332,5.05824,487.0,24.638483,7.327121,18.070316,30.661942,10185.169,-1.3833522,0.2592882532500601
146,2021-07-31 23:33:00,24.8125,8.0,38.643,7.29424,5.29486,479.0,24.638739,7.3283677,18.070316,30.667713,10185.169,-1.3833522,0.2592882532500601
147,2021-07-31 23:34:00,24.8125,8.0,38.491,7.2897,5.58557,480.0,24.637936,7.3301225,18.070316,30.667767,10185.169,-1.3833522,0.2592882532500601
148,2021-07-31 23:35:00,24.8125,8.0,38.686,7.29424,6.07654,475.0,24.638355,7.3265014,18.070316,30.673347,10185.169,-1.3833522,0.2592882532500601
149,2021-07-31 23:36:00,24.8125,11.0,38.669,7.29424,6.0999,466.0,24.638756,7.325699,18.070316,30.692371,10185.169,-1.3833522,0.2592882532500601
150,2021-07-31 23:37:00,24.8125,12.0,38.669,7.29424,5.87045,475.0,24.638483,7.327121,18.070316,30.663868,10185.169,-1.3833522,0.2592882532500601
151,2021-07-31 23:38:00,24.8125,11.0,38.669,7.30332,5.60696,482.0,24.638483,7.327121,18.070316,30.667713,10185.169,-1.3833522,0.2592882532500601
152,2021-07-31 23:39:00,24.75,11.0,38.77,7.28516,5.41747,487.0,24.638739,7.3283677,18.070316,30.667713,10185.169,-1.3833522,0.0161696794941325
153,2021-07-31 23:40:00,24.75,11.0,38.686,7.29424,5.41747,484.0,24.604866,7.3269134,18.070316,30.667408,10185.169,-1.3833522,0.0161696794941325
154,2021-07-31 23:41:00,24.8125,11.0,38.686,7.3124,5.45899,484.0,24.576366,7.325143,18.070316,30.639444,10185.169,-1.3833522,0.2592882532500601
155,2021-07-31 23:42:00,24.8125,12.0,38.702,7.30786,5.31509,486.0,24.613588,7.3322377,18.070316,30.66383,10185.169,-1.3833522,0.2592882532500601
156,2021-07-31 23:43:00,24.8125,12.0,38.669,7.2897,6.05327,483.0,24.637772,7.335782,18.070316,30.663792,10185.169,-1.3833522,0.2592882532500601
157,2021-07-31 23:44:00,24.8125,12.0,38.702,7.30332,5.56426,485.0,24.637533,7.331026,18.070316,30.659935,10185.169,-1.3833522,0.2592882532500601
158,2021-07-31 23:45:00,24.8125,13.0,38.609,7.29424,4.53072,483.0,24.639011,7.326932,18.070316,30.66764,10185.169,-1.3833522,0.2592882532500601
159,2021-07-31 23:46:00,24.8125,12.0,38.652,7.29424,5.39682,489.0,24.637936,7.3301225,18.070316,30.660053,10185.169,-1.3833522,0.2592882532500601
160,2021-07-31 23:47:00,24.8125,12.0,38.635,7.28516,5.43819,483.0,24.638485,7.327121,18.070316,30.678883,10185.169,-1.3833522,0.2592882532500601
161,2021-07-31 23:48:00,24.8125,12.0,38.669,7.29424,5.45899,484.0,24.638226,7.325885,18.070316,30.671303,10185.169,-1.3833522,0.2592882532500601
162,2021-07-31 23:49:00,24.8125,12.0,38.795,7.30332,6.12336,474.0,24.639032,7.324326,18.070316,30.674461,10185.169,-1.3833522,0.2592882532500601
163,2021-07-31 23:50:00,24.75,12.0,38.702,7.30332,6.0999,471.0,24.638739,7.3283677,18.070316,30.667278,10185.169,-1.3833522,0.0161696794941325
164,2021-07-31 23:51:00,24.8125,12.0,38.652,7.29878,6.5118,467.0,24.605608,7.329873,18.070316,30.630245,10185.169,-1.3833522,0.2592882532500601
165,2021-07-31 23:52:00,24.8125,12.0,38.669,7.29878,6.43705,467.0,24.612755,7.3333507,18.070316,30.659971,10185.169,-1.3833522,0.2592882532500601
166,2021-07-31 23:53:00,24.75,12.0,38.669,7.30332,6.9799,464.0,24.638336,7.3292227,18.070316,30.671238,10185.169,-1.3833522,0.0161696794941325
